nombre_carrera,candidato_lugar,ubicacion,lat,lon
V CARREIRA NOCTURNA RINLO-RIBADEO,RINLO-RIBADEO,"Rinlo, Estrada Irún - Santiago, A Galera, A Devesa, Ribadeo, A Mariña Oriental, Lugo, Galicia, 27715, España",43.5496217,-7.1086549
V CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS,CAMARIÑAS,"Camariñas, Terra de Soneira, A Coruña, Galicia, España",43.1601987,-9.1447525
V CARREIRA PEDESTRE CONCELLO DE DUMBRÍA,DUMBRÍA,"Dumbría, Fisterra, A Coruña, Galicia, España",42.9811586,-9.0838986
V CARREIRA PEDESTRE CONCELLO DE FISTERRA 2018,FISTERRA,"Fisterra, A Coruña, Galicia, España",42.9286659,-9.2626624
V CARREIRA PEDESTRE DE CAMPAÑÓ 2012,CAMPAÑÓ,"Campañó, Pontevedra, Galicia, 36157, España",42.4624225,-8.6599704
V CARREIRA PEDESTRE DO CONCELLO DE MALPICA,MALPICA,"Malpica, Nájera, La Rioja, 26300, España",42.4186239,-2.7387266
V CARREIRA PEDESTRE SAN BLAS 2013,PEDESTRE SAN BLAS,,,
V CARREIRA POPULAR CARBALLEDO - ENTRE CARBALLOS CENTENARIOS,CARBALLEDO - ENTRE CARBALLOS CENTENARIOS,,,
V CARREIRA POPULAR CONCELLO DE BEGONTE,BEGONTE,"Begonte, Terra Chá, Lugo, Galicia, España",43.1538547,-7.6816284
V CARREIRA POPULAR CONCELLO DE CAMBADOS,CAMBADOS,"Cambados, O Salnés, Pontevedra, Galicia, España",42.5193232,-8.797678
V CARREIRA POPULAR Concello de Friol,Friol,"Friol, Lugo, Galicia, España",43.0340365,-7.8036448
V CARREIRA POPULAR DAS LETRAS GALEGAS CONCELLO DE VILALBA,VILALBA,"Vilalba, Terra Chá, Lugo, Galicia, España",43.3263225,-7.6946722
V CARREIRA POPULAR DE CHANTADA - 8KM NO CORAZON,CHANTADA - 8KM NO CORAZON,,,
V CARREIRA POPULAR DE COMBARRO,COMBARRO,"Combarro, Poio, Pontevedra, Galicia, 36993, España",42.4317048,-8.7051951
V CARREIRA POPULAR DOLMEN DE DOMBATE,DOMBATE,"Dombate, Borneiro, Cabana de Bergantiños, Bergantiños, A Coruña, Galicia, 15119, España",43.1870604,-8.9714237
V CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,PORTOMARÍN,"Portomarín, Lugo, Galicia, España",42.8161992,-7.6813922
V CARREIRA POPULAR GUITIRIZ TERMAL 2010,GUITIRIZ TERMAL,,,
V CARREIRA POPULAR VAL DAS FABAS (LOURENZÁ),VAL DAS FABAS,,,
V CARREIRA POPULAR VILA DE MEIRA,MEIRA,"Meira, Lugo, Galicia, España",43.2200963,-7.2635727
V CARREIRA POPULAR VÍA NOVA ``CONCELLO DE BANDE´´,BANDE´´,"Bande, A Baixa Limia, Ourense, Galicia, España",42.0226108,-7.9477755
V CARREIRA SOLIDARIA DO COLEXIO CERVANTES,COLEXIO CERVANTES,"Colexio Cervantes, Camiño de Pipín, Cidade Norte, A Milagrosa, Lugo, Galicia, 27003, España",43.0219669,-7.5659076
V CARREIRA SOLIDARIA DO CONCELLO DE OUTEIRO DE REI,REI,"Molins de Rei, Baix Llobregat, Barcelona, Catalunya, 08750, España",41.4138087,2.0159626
V CARRERA ATMOSFERA SPORT,ATMOSFERA SPORT,"Atmosfera Sport, 414, Ronda de Outeiro, Cidade Escolar, Labañou, A Coruña, Galicia, 15011, España",43.3733881,-8.4246972
V CARRERA CONTRA EL CANCER CORUÑA – “EN MARCHA CONTRA EL CANCER”,MARCHA CONTRA EL CANCER”,,,
V CARRERA DEL AGUA UNICEF SADA,DEL AGUA UNICEF SADA,,,
V CARRERA FIESTA DE LA CEREZA (RUN RUN VIGO) 2016,LA CEREZA,"La Cereza, Tordesillas, Valladolid, Castilla y León, 47114, España",41.5103885,-5.0363315
V CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,,,
V CARRERA POPULAR ANA AMELIA MENENDEZ 2012,ANA AMELIA MENENDEZ,,,
V CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,CENTRO “RICARDO BARÓ” ASPRONAGA,,,
V CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL LUGO,MONTAÑA CLUB FLUVIAL LUGO,,,
V CARRERA POPULAR MATOGRANDE,MATOGRANDE,"Matogrande, A Coruña, Galicia, 15071, España",43.3410835,-8.4040766
V CARRERA POPULAR MILLA DEL CONOCIMIENTO,DEL CONOCIMIENTO,"Parque del Conocimiento, Rosales del Canal, Sur, Zaragoza, Aragón, España",41.628155,-0.945235
V CARRERA POPULAR TORRE DE HÉRCULES,HÉRCULES,"Hércules, Avenida de Hércules, Zalaeta, Monte Alto, A Coruña, Galicia, 15002, España",43.3787867,-8.4047172
V CARRERA POPULAR VEGA-NAVIA 2013,VEGA-NAVIA,"Carretera Navia - Puerto de Vega, Soirana, Puerto de Vega, Navia, Asturias / Asturies, 33790, España",43.5597252,-6.6635596
V CARRERA POPULAR VILLA DE SARRIA 10 KM,SARRIA 10 KM,"Sarria, Zuia, Gorbeialdea, Araba / Álava, Euskadi, España",42.9654682,-2.8234485
"V CARRERA POPULAR “CORRENDO POR VIGO - PIZZA MOVIL""","“CORRENDO POR VIGO - PIZZA MOVIL""",,,
"V CARRERA POPULAR “CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”","“CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”",,,
"V CARRERA POPULAR “NOCTURNA CORRENDO POR VIGO""","“NOCTURNA CORRENDO POR VIGO""",,,
V CLASICA GANDEIRA SANTA COMBA,CLASICA GANDEIRA SANTA COMBA,,,
V CP CONCELLO DE SOBER.LIGA RIBEIRA SACRA.LIGA13,SOBER.LIGA RIBEIRA SACRA.LIGA13,,,
V CROSS POPULAR – CABO UDRA 2021,– CABO UDRA,"O Puntal da Udra, Beluso, Bueu, Morrazo, Pontevedra, Galicia, 36937, España",42.3405991,-8.8364338
V Carreira Nocturna de Sada (Benéfica Cruz Roja/Cáritas Sada),Sada,"Sada, Zangozerria, Navarra, Navarra / Nafarroa, España",42.5871778,-1.3983063
V Carreira Pedestre Concello de Muxía,Muxía,"Muxía, Fisterra, A Coruña, Galicia, España",43.0654819,-9.177681
V Carreira Pedestre Concello de Zas,Zas,"Zas, Terra de Soneira, A Coruña, Galicia, España",43.085979,-8.9106669
V Carreira Pedestre Monte Porreiro - Gran Premio U.N.E.D,Pedestre Monte Porreiro - U.N.E.D,,,
V Carreira Popular de Mondariz,Mondariz,"Mondariz, O Condado, Pontevedra, Galicia, España",42.2390491,-8.4532251
V Carreira Popular de Taboada “Entre pazos e carballos”,Taboada “Entre pazos e carballos”,,,
V Carreira Popular “Benquerencia Terra Mar”,“Benquerencia Terra Mar”,,,
V Carreira Solidaria Nocturna das Festas de Lalín,Lalín,"Lalín, O Deza, Pontevedra, Galicia, España",42.6575058,-8.0943083
V Carrera Popular Novo Mesoiro,Novo Mesoiro,"Novo Mesoiro, A Coruña, Galicia, 15190, España",43.3248895,-8.4375972
V Carrera Popular Ventorrillo,Ventorrillo,"Ventorrillo, Montouto, Santa Comba, O Xallas, A Coruña, Galicia, 15846, España",43.0388223,-8.7817845
V Carrera Popular Volta a Oza,a Oza,"6A, Lugar de Eirís de Abaixo, Oza, A Coruña, Galicia, 15009, España",43.3403163,-8.3974557
V Carrera Popular de Los Rosales,Los Rosales,"Los Rosales, Villaverde, Madrid, Comunidad de Madrid, España",40.3571948,-3.6894484
V Carrera popular RGCC - CNSO,RGCC - CNSO,,,
V DESAFÍO SAN MIGUEL MONTERROSO,DESAFÍO SAN MIGUEL MONTERROSO,,,
V DON SILVESTRE RABADENSE,DON SILVESTRE RABADENSE,,,
V DUATLON DE ESTRADA MOVENDONOS POR POIO,ESTRADA MOVENDONOS POR POIO,,,
V EDICION 24 HORAS DE VIGO,VIGO,"Vigo, Pontevedra, Galicia, España",42.1986395,-8.727956
V EDICIÓN “ NOCTURNA SAN RAMÓN” CARREIRA POPULAR VILALBA,“ SAN RAMÓN” VILALBA,"San Ramón, A Pasaxe, A Torre, Vilalba, Terra Chá, Lugo, Galicia, 27372, España",43.238509,-7.7415504
V EUROCIDADE 10 - 2016,EUROCIDADE 10,,,
V Edición 10k O ROSAL FEIRA DO VIÑO,VIÑO,"Morales del Vino, Zamora, Castilla y León, 49190, España",41.4460546,-5.7324233
V Edición 6 Horas Vila do Corpus #KmpolaInclusión,Corpus #KmpolaInclusión,,,
V Edición terremoto trail,terremoto,"TerreMoto, 1, Rúa de Triacastela, A Raxeira, O Outeiro, Santiago de Compostela, Santiago, A Coruña, Galicia, 15703, España",42.8826484,-8.5338417
V LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2015,LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI,,,
V MARATON ASALTO A LAS TRINCHERAS DE CANDAMO,CANDAMO,"Candamo, Asturias / Asturies, 33828, España",43.4556841,-6.0566603
V MARCHA BTT SUBIDA AL ALTO DE VEIGA,VEIGA,"Puerto de Vega, Navia, Asturias / Asturies, España",43.5635519,-6.6423986
V MEDIA MARATON CIUDAD DE LEON 2013,LEON,"León, Castilla y León, España",42.6341451,-5.9714151
V MEDIA MARATON CORAZON DE ASTURIAS 2012,ASTURIAS,"Asturias / Asturies, España",43.3133868,-5.94192
V MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA 2012,PONFERRADA,"Ponferrada, El Bierzo, León, Castilla y León, España",42.4984436,-6.5663176
V MEDIA MARATON RIBADEO – AS CATEDRAIS,MEDIA RIBADEO – AS CATEDRAIS,,,
V MEDIA MARATÓN GIJÓN “VILLA DE JOVELLANOS”,JOVELLANOS”,"Jovellanos, Carretera de la Carraca, San Fernando, Bahía de Cádiz, Cádiz, Andalucía, 11100, España",36.4582386,-6.2043768
"V MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor da Fundación AROUSA SOLIDARIA",Fundación AROUSA,,,
V MEDIO MARATON CORUÑA21 2013,CORUÑA21,,,
V NOCTURNA DE NIGRÁN H2K PLAZA 2021,NIGRÁN H2K PLAZA,,,
V RUN FOZ RUN NADAL,FOZ NADAL,,,
V RUTA BTT MANCOMUNIDADE TERRA DE CELANOVA,CELANOVA,"Celanova, Terra da Celanova, Ourense, Galicia, España",42.1664426,-7.9611378
V Ruta Mtb Adc Os Mosqueteiros.Bike & Trail,Mtb Adc Os Mosqueteiros.Bike &,,,
V SANITAS MARCA RUNNING SERIES DE GIJÓN,GIJÓN,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
V TRAIL CONCELLO DE ARTEIXO,ARTEIXO,"Arteixo, A Coruña, Galicia, España",43.3045792,-8.5079101
V TRAIL COSTA DOCE 2020,COSTA DOCE,"Roteiro Mariñán Costa Doce, O Carballo, O Pomar, O Carballo, Carnoedo, Sada, A Coruña, Galicia, 15169, España",43.3785258,-8.2694566
V TRAIL DAS PONTES,DAS PONTES,"Central Térmica das Pontes, A Mourela, As Pontes de García Rodríguez, O Eume, A Coruña, Galicia, 15320, España",43.438943,-7.863266
V TRAIL DO NOCEDO,NOCEDO,"Nocedo, Os Blancos, A Limia, Ourense, Galicia, 32632, España",41.9888526,-7.7130652
V TRAIL E ANDAINA POLAS CABECEIRAS DO ANLLÓNS,ANLLÓNS,"Anllóns, Soandres, A Laracha, Bergantiños, A Coruña, Galicia, 15185, España",43.2057311,-8.4847831
V TRAIL SUBIDA Ó MONTE PINDO,Ó MONTE PINDO,,,
V TRAIL TRANS SERRA DA GROBA-BAIONA,GROBA-BAIONA,"Rocosto da Groba, Baiona, Vigo, Pontevedra, Galicia, 36307, España",42.0552667,-8.8121083
V TRAVESIA A NADO LARGA DISTANCIA A CORUÑA 10.000,A LARGA DISTANCIA A CORUÑA 10.000,,,
V TRAVESÍA VILA DO TEA 2021,TEA,"Tenerife Espacio de las Artes, Calle Fuente de Morales, El Cabo, Salud-La Salle, Santa Cruz de Tenerife, Canarias, 38003, España",28.4638948,-16.2505604
V TRIATLON DESAFÍO PASTOR ISLAS CÍES 2017,DESAFÍO PASTOR ISLAS CÍES,,,
V TRIATLON SEMI INDOOR GRAN PREMIO SERVIOCIO VILA DE BAIONA 2016,BAIONA,"Baiona, Vigo, Pontevedra, Galicia, España",42.0881275,-8.8485132
V Tríatlon Atlántico Baiona,Tríatlon Atlántico Baiona,,,
V Vertiatlon Solidario Baiona,Vertiatlon Baiona,,,
V edición Travesía a nado Costa Serena-Concello de Nigrán,Nigrán,"Nigrán, Vigo, Pontevedra, Galicia, España",42.1425187,-8.7880115
V edición do TRAIL DO TREGA,TREGA,"Castro de Santa Trega, Estrada ao Monte Trega, Santa Trega, Camposancos, A Guarda, O Baixo Miño, Pontevedra, Galicia, 36780, España",41.8919704,-8.8696023
VACALOURA GRAVEL,VACALOURA GRAVEL,,,
VI 10 KM VILA DE XINZO DE LIMIA 2013,LIMIA,"Limia, Camiño do Coíño, O Casal, Frieira, Allariz, Allariz-Maceda, Ourense, Galicia, 32660, España",42.1933429,-7.7919966
VI 10 KM VILLA DE RIBADESELLA,RIBADESELLA,"Ribadesella/Ribeseya, Asturias / Asturies, España",43.4456557,-5.0835484
VI 10KM CIDADE UNIVERSITARIA - CUVI 2012,10KM UNIVERSITARIA - CUVI,,,
VI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA 2013,VISMA,"Visma, A Coruña, Galicia, España",43.3649418,-8.4422016
VI BAIXADA POPULAR DE CROSS SAN PEDRO DE VISMA. MENORES 2013,VISMA. MENORES,,,
VI C.P. CONCELLO DE REDONDELA. JUAN CRESPO,REDONDELA. JUAN CRESPO,,,
VI C.P.“MAR DE BOIRO”MEMORIAL PEPE BUCETA. 2010,BOIRO”MEMORIAL PEPE BUCETA,,,
VI C.PEDESTRE DE CAMPAÑÓ. GP HOTEL CAMPANIOLA,CAMPAÑÓ. GP HOTEL CAMPANIOLA,,,
"VI CAMOVI (CARREIRA POR MONTAÑA ""MONTES DE VIVEIRO"") 2016","VIVEIRO"")","Viveiro, A Mariña Occidental, Lugo, Galicia, España",43.6433582,-7.5957612
VI CANICROSS CONCELLO DE BOIMORTO 2012,BOIMORTO,"Boimorto, Arzúa, A Coruña, Galicia, España",43.012561,-8.1387648
VI CARREIRA DA CEREIXA (RUN RUN VIGO),CEREIXA,"Cereixa, A Pobra do Brollón, Terra de Lemos, Lugo, Galicia, 27330, España",42.5514241,-7.4136543
VI CARREIRA NOCTURNA CELANOVA ADULT@S. LIGA09 x2,CELANOVA ADULT@S. LIGA09 x2,,,
VI CARREIRA NOCTURNA MURUS LUCIS “ROMANOS VS CASTREXOS”,MURUS LUCIS “ROMANOS VS CASTREXOS”,,,
VI CARREIRA NOCTURNA RINLO-RIBADEO,RINLO-RIBADEO,"Rinlo, Estrada Irún - Santiago, A Galera, A Devesa, Ribadeo, A Mariña Oriental, Lugo, Galicia, 27715, España",43.5496217,-7.1086549
VI CARREIRA PEDESTRE CONCELLO DE CAMARIÑAS,CAMARIÑAS,"Camariñas, Terra de Soneira, A Coruña, Galicia, España",43.1601987,-9.1447525
VI CARREIRA PEDESTRE CONCELLO DE CEE (NOCTURNA),CEE,"Cee, Fisterra, A Coruña, Galicia, España",42.9603145,-9.1966442
VI CARREIRA PEDESTRE CONCELLO DE FISTERRA,FISTERRA,"Fisterra, A Coruña, Galicia, España",42.9286659,-9.2626624
VI CARREIRA PEDESTRE CONCELLO DE MUXIA,MUXIA,"Muxía, Fisterra, A Coruña, Galicia, España",43.0654819,-9.177681
VI CARREIRA PEDESTRE CONCELLO DE OUTES 2013 10KM,OUTES,"Outes, Noia, A Coruña, Galicia, España",42.8455717,-8.9140816
VI CARREIRA PEDESTRE CONCELLO DE OUTES 2013 MENORES,OUTES,"Outes, Noia, A Coruña, Galicia, España",42.8455717,-8.9140816
VI CARREIRA PEDESTRE CONCELLO DE VIMIANZO,VIMIANZO,"Vimianzo, Terra de Soneira, A Coruña, Galicia, España",43.0944643,-9.0269133
VI CARREIRA PEDESTRE CONCELLO DE ZAS,ZAS,"Zas, Terra de Soneira, A Coruña, Galicia, España",43.085979,-8.9106669
VI CARREIRA PEDESTRE DO CONCELLO DE MALPICA,MALPICA,"Malpica, Nájera, La Rioja, 26300, España",42.4186239,-2.7387266
VI CARREIRA PEDESTRE SAN BRAIS 2014,PEDESTRE SAN BRAIS,,,
VI CARREIRA PEDESTRE SAN BRAIS 2014. CCCP,PEDESTRE SAN BRAIS,,,
VI CARREIRA PEDESTRE SAN BRAIS 2014. COMPENSADA FEMENINA,PEDESTRE SAN BRAIS,,,
VI CARREIRA PEDESTRE SAN BRAIS 2014. COMPENSADA MASCULINA,PEDESTRE SAN BRAIS,,,
VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014 COMPENSADA FEMENINA,BURGO,"Burgo, la Guingueta d'Àneu, Pallars Sobirà, Lleida, Catalunya, 25588, España",42.6165857,1.1534718
VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014 COMPENSADA MASCULINA,BURGO,"Burgo, la Guingueta d'Àneu, Pallars Sobirà, Lleida, Catalunya, 25588, España",42.6165857,1.1534718
"VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014, Pontevedra",BURGO,"Burgo, la Guingueta d'Àneu, Pallars Sobirà, Lleida, Catalunya, 25588, España",42.6165857,1.1534718
VI CARREIRA PEDESTRE SANTIAGUIÑO DO BURGO 2014.CCCP,BURGO,"Burgo, la Guingueta d'Àneu, Pallars Sobirà, Lleida, Catalunya, 25588, España",42.6165857,1.1534718
VI CARREIRA POPULAR CONCELLO DE BEGONTE,BEGONTE,"Begonte, Terra Chá, Lugo, Galicia, España",43.1538547,-7.6816284
"VI CARREIRA POPULAR CONCELLO DE CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""","CARBALLEDO ""ENTRE CARBALLOS CENTENARIOS""",,,
VI CARREIRA POPULAR CONCELLO DE FRIOL,FRIOL,"Friol, Lugo, Galicia, España",43.0340365,-7.8036448
VI CARREIRA POPULAR CONCELLO DE MONFORTE,MONFORTE,"Monforte, Toro, Zamora, Castilla y León, 49800, España",41.5279527,-5.4425697
VI CARREIRA POPULAR CONCELLO DE MONTERREI. MONTERREI é 10,MONTERREI. MONTERREI é 10,"Monterrei, Verín, Ourense, Galicia, 32619, España",41.9467657,-7.4491474
VI CARREIRA POPULAR CONCELLO DE SOBER 2014,SOBER,"Sober, Terra de Lemos, Lugo, Galicia, España",42.4410063,-7.5755184
VI CARREIRA POPULAR DAS LETRAS GALEGAS VILALBA,DAS LETRAS GALEGAS VILALBA,,,
VI CARREIRA POPULAR DE CHANTADA 8 KM NO CORAZÓN,CHANTADA 8 KM NO CORAZÓN,,,
VI CARREIRA POPULAR DE MASIDE 2012,MASIDE,"Maside, O Carballiño, Ourense, Galicia, España",42.4198626,-8.0209673
VI CARREIRA POPULAR DE MONDARIZ,MONDARIZ,"Mondariz, O Condado, Pontevedra, Galicia, España",42.2390491,-8.4532251
VI CARREIRA POPULAR DE RABADE 2009,RABADE,"Rábade, Lugo, Galicia, 27370, España",43.1246887,-7.6245139
VI CARREIRA POPULAR DO SAN SALVADOR ADULTOS,SAN SALVADOR ADULTOS,,,
VI CARREIRA POPULAR DO SAN SALVADOR MENORES,SAN SALVADOR MENORES,,,
VI CARREIRA POPULAR DOLMEN DE DOMBATE,DOMBATE,"Dombate, Borneiro, Cabana de Bergantiños, Bergantiños, A Coruña, Galicia, 15119, España",43.1870604,-8.9714237
VI CARREIRA POPULAR FESTA DA AUGARDENTE DE PORTOMARÍN,PORTOMARÍN,"Portomarín, Lugo, Galicia, España",42.8161992,-7.6813922
VI CARREIRA POPULAR GUITIRIZ TERMAL 2011,GUITIRIZ TERMAL,,,
VI CARREIRA POPULAR MONTE DE SANTA CRUZ (RIBADEO) 2013,SANTA CRUZ,"Santa Cruz de Tenerife, Canarias, España",28.467178,-16.2507843
VI CARREIRA POPULAR MONTE DE SANTA CRUZ (RIBADEO) 2013. MENORES,SANTA CRUZ,"Santa Cruz de Tenerife, Canarias, España",28.467178,-16.2507843
VI CARREIRA POPULAR OS ROSALES,OS ROSALES,"Os Rosales, A Coruña, Galicia, 15191, España",43.3740339,-8.4341173
VI CARREIRA POPULAR SAN XIAN DE ARTES - A CARREIRA DO DEMO 2013,DEMO,"Demo, 7-8, Plaça de Narcís Oller, la Vila de Gràcia, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08012, España",41.3970077,2.1555654
VI CARREIRA POPULAR VAL DAS FABAS LOURENZÁ 2015,VAL DAS FABAS LOURENZÁ,,,
VI CARREIRA POPULAR VENTORRILLO,VENTORRILLO,"Ventorrillo, Montouto, Santa Comba, O Xallas, A Coruña, Galicia, 15846, España",43.0388223,-8.7817845
VI CARREIRA POPULAR VILA DE MEIRA,MEIRA,"Meira, Lugo, Galicia, España",43.2200963,-7.2635727
VI CARREIRA POPULAR VÍA NOVA ``CONCELLO DE BANDE´´,BANDE´´,"Bande, A Baixa Limia, Ourense, Galicia, España",42.0226108,-7.9477755
VI CARREIRA RIO MAO BOVEDA 2013,RIO MAO BOVEDA,"Río Mao, Bóveda, Terra de Lemos, Lugo, Galicia, 27340, España",42.6100098,-7.4834455
VI CARREIRA SOLIDARIA DO COLEXIO CERVANTES,COLEXIO CERVANTES,"Colexio Cervantes, Camiño de Pipín, Cidade Norte, A Milagrosa, Lugo, Galicia, 27003, España",43.0219669,-7.5659076
VI CARRERA CONTRA EL CANCER CORUÑA – EN MARCHA CONTRA EL CANCER,MARCHA CONTRA EL CANCER,,,
VI CARRERA DEL AGUA UNICEF SADA,DEL AGUA UNICEF SADA,,,
VI CARRERA HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,HUCA 'MUÉVETE POR LA SALUD' 3K CarrerHUCA 'Corre o Camina' y 10K HUCA,,,
VI CARRERA POPULAR ANA AMELIA MENENDEZ 2013,ANA AMELIA MENENDEZ,,,
VI CARRERA POPULAR CENTRO “RICARDO BARÓ” ASPRONAGA,CENTRO “RICARDO BARÓ” ASPRONAGA,,,
VI CARRERA POPULAR DE MONTAÑA CLUB FLUVIAL DE LUGO,LUGO,"Lugo, Galicia, España",43.0395266,-7.4567985
VI CARRERA POPULAR MILLA DEL CONOCIMIENTO (GIJÓN),DEL CONOCIMIENTO,"Parque del Conocimiento, Rosales del Canal, Sur, Zaragoza, Aragón, España",41.628155,-0.945235
VI CARRERA POPULAR VEGA-NAVIA 2014,VEGA-NAVIA,"Carretera Navia - Puerto de Vega, Soirana, Puerto de Vega, Navia, Asturias / Asturies, 33790, España",43.5597252,-6.6635596
"VI CARRERA POPULAR “CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”","“CULTIVANDO DEPORTE, BOIMORTO NO CAMIÑO”",,,
VI CLASICA GANDEIRA SANTA COMBA,CLASICA GANDEIRA SANTA COMBA,,,
VI CORUÑA10 -2012,CORUÑA10,,,
VI Carreira Nocturna de Sada (Benéfica Cruz Roja/Cáritas Sada),Sada,"Sada, Zangozerria, Navarra, Navarra / Nafarroa, España",42.5871778,-1.3983063
VI Carreira Popular de Taboada “Entre pazos e carballos”,Taboada “Entre pazos e carballos”,,,
VI Carreira Popular “Benquerencia Terra Mar”,“Benquerencia Terra Mar”,,,
VI Carrera Popular Novo Mesoiro,Novo Mesoiro,"Novo Mesoiro, A Coruña, Galicia, 15190, España",43.3248895,-8.4375972
VI Carrera Popular Torre de Hércules,Hércules,"Hércules, Avenida de Hércules, Zalaeta, Monte Alto, A Coruña, Galicia, 15002, España",43.3787867,-8.4047172
VI Carrera Popular Volta a Oza,a Oza,"6A, Lugar de Eirís de Abaixo, Oza, A Coruña, Galicia, 15009, España",43.3403163,-8.3974557
VI Carrera popular CNSO - RGCC,CNSO - RGCC,,,
VI Cross Popular Cabo Udra,Cabo Udra,"O Puntal da Udra, Beluso, Bueu, Morrazo, Pontevedra, Galicia, 36937, España",42.3405991,-8.8364338
VI DESAFÍO SAN MIGUEL MONTERROSO,DESAFÍO SAN MIGUEL MONTERROSO,,,
VI DUATLON CONCELLO DE POIO,POIO,"Poio, Pontevedra, Galicia, España",42.4419456,-8.6921884
VI Edición 10k O ROSAL FEIRA DO VIÑO,VIÑO,"Morales del Vino, Zamora, Castilla y León, 49190, España",41.4460546,-5.7324233
VI Edición Terremoto Trail,Terremoto,"TerreMoto, 1, Rúa de Triacastela, A Raxeira, O Outeiro, Santiago de Compostela, Santiago, A Coruña, Galicia, 15703, España",42.8826484,-8.5338417
VI Eurocidade 10 - 2017,Eurocidade 10,,,
VI LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI 2016,LEGUA MARÍTIMA R.S.D. HÍPICA - MALAWI,,,
VI MARATON K42 XTREME LAGOS DE COVADONGA 2012,COVADONGA,"Cuadonga / Covadonga, Cangas de Onís, Asturias / Asturies, España",43.3042052,-5.0615406
VI MEDIA MARATON CIUDAD DE LEÓN 2014,LEÓN,"León, Castilla y León, España",42.6341451,-5.9714151
VI MEDIA MARATON CORAZON DE ASTURIAS 2013,ASTURIAS,"Asturias / Asturies, España",43.3133868,-5.94192
VI MEDIA MARATON NOCTURNA CIUDAD DE PONFERRADA,PONFERRADA,"Ponferrada, El Bierzo, León, Castilla y León, España",42.4984436,-6.5663176
VI MEDIA MARATON RIBADEO – AS CATEDRAIS,MEDIA RIBADEO – AS CATEDRAIS,,,
VI MEDIA MARATÓN GIJÓN “VILLA DE JOVELLANOS”,JOVELLANOS”,"Jovellanos, Carretera de la Carraca, San Fernando, Bahía de Cádiz, Cádiz, Andalucía, 11100, España",36.4582386,-6.2043768
"VI MEDIA MARATÓN SOLIDARIA ZONA ABERTA, a favor de Cáritas Interparroquial, Vilagarcía de Arousa",Arousa,"Arousa, 14,16,18, Rúa de Curros Enríquez, A Rosaleda, O Ensanche, Santiago de Compostela, Santiago, A Coruña, Galicia, 15702, España",42.875123,-8.5411348
VI MEDIO MARATON CORUÑA21,CORUÑA21,,,
VI MEMORIAL EDUARDO FERNÁNDEZ VILLAMARÍN 2009,EDUARDO FERNÁNDEZ VILLAMARÍN,,,
VI MOUNTEMPLARIA 2013,MOUNTEMPLARIA,,,
VI NOCTURNA CORRENDO POR VIGO - AS TRAVESAS-,CORRENDO POR VIGO - AS TRAVESAS,,,
"VI RUTA BTT MANCOMUNIDADE TERRA DE CELANOVA, Quintela de Leirado",Leirado,"Leirado, A Ría de Abres, Trabada, A Mariña Oriental, Lugo, Galicia, 27765, España",43.4596475,-7.0887766
VI RUTA BTT TERRA CHA DO QUEIXO SAN SIMON DA COSTA,COSTA,"Costa, Soñeiro, Sada, A Coruña, Galicia, 15168, España",43.3271405,-8.2901329
VI RUTA REI CINTOLO 2016 - OPEN DE GALICIA XCM,XCM,,,
VI Ruta Adc Os Mosqueteiros. Bike,Adc Os Mosqueteiros. Bike,,,
VI Ruta Adc Os Mosqueteiros. Desafio Moskepower,Adc Os Mosqueteiros. Desafio Moskepower,,,
VI Ruta Adc Os Mosqueteiros. Trail,Adc Os Mosqueteiros,,,
VI SAN SILVESTRE A CORUÑA 2015,SAN SILVESTRE A CORUÑA,"San Silvestre, San Caetano, Santiago de Compostela, Santiago, A Coruña, Galicia, 15898, España",42.9264157,-8.5222558
VI SANITAS MARCA RUNNING SERIES DE GIJON,GIJON,"Gijón / Xixón, Asturias / Asturies, España",43.5449422,-5.66275
